iter	Logloss
305	0.5677133642
306	0.567361463
307	0.5671788966
308	0.56701184
309	0.5668358083
310	0.5666589741
311	0.5663877678
312	0.5661441568
313	0.5658374513
314	0.5656243235
315	0.5653960441
316	0.5651875902
317	0.5650482675
318	0.5647088598
319	0.5645166511
320	0.5643327475
321	0.5641694947
322	0.564032257
323	0.563829142
324	0.5636698774
325	0.5635080821
326	0.5633332379
327	0.5630894891
328	0.56264862
329	0.5623515791
330	0.562125459
331	0.5618953466
332	0.5616923623
333	0.5614669293
334	0.5612939382
335	0.5610364099
336	0.5607586206
337	0.5605209809
338	0.560301955
339	0.5601709299
340	0.5598966802
341	0.55981222
342	0.5596353226
343	0.5594433226
344	0.5592773332
345	0.5590598314
346	0.5588714549
347	0.5586964426
348	0.5585790445
349	0.5583657154
350	0.5582570219
351	0.558098833
352	0.5578810128
353	0.5577181512
354	0.5575566999
355	0.5573666509
356	0.5571974442
357	0.5569990069
358	0.5567157378
359	0.5565631367
360	0.5563341859
361	0.5561064212
362	0.5558738472
363	0.5557122345
364	0.5555969052
365	0.5553395682
366	0.5551721589
367	0.5550609915
368	0.5549127458
369	0.5547452218
370	0.5545051612
371	0.5543854465
372	0.5540837658
373	0.5539309607
374	0.5537189497
375	0.5534907789
376	0.5533447777
377	0.553150947
378	0.5529424687
379	0.5527528836
380	0.5526258829
381	0.5524586032
382	0.5523108519
383	0.5520622915
384	0.5518866984
385	0.5517835452
386	0.5516712551
387	0.5515821346
388	0.5513563881
389	0.5511996246
390	0.5510138007
391	0.5508490342
392	0.5506878771
393	0.5504146376
394	0.5502535146
395	0.5500853057
396	0.5497701597
397	0.5496927748
398	0.5494798924
399	0.5492529865
400	0.5490737833
401	0.548951424
402	0.5488179332
403	0.5486758128
404	0.5484933692
405	0.5482333739
406	0.5480847241
407	0.5478595105
408	0.5477231596
409	0.5475388477
410	0.5474076588
411	0.5472224866
412	0.5470229262
413	0.5468342132
414	0.5467015088
415	0.546578041
416	0.5464126679
417	0.5462638335
418	0.5461015242
419	0.5458935552
420	0.5457054044
421	0.5455451265
422	0.5453737597
423	0.5452443101
424	0.5450159983
425	0.5448853127
426	0.5446358764
427	0.5444003478
428	0.5442017939
429	0.543993732
430	0.5438125205
431	0.5436161622
432	0.5433860816
433	0.5431785955
434	0.5430374826
435	0.5427999974
436	0.5426354611
437	0.542491781
438	0.5422908355
439	0.5421206809
440	0.5419579196
441	0.5417708419
442	0.5415822338
443	0.5414067324
444	0.5412608443
445	0.5411260782
446	0.5410053182
447	0.5408242166
448	0.5406976874
449	0.5405122099
450	0.5403985468
451	0.5402586648
452	0.5401418422
453	0.5399949588
454	0.5398225559
455	0.5396095629
456	0.5394774098
457	0.5393033004
458	0.5391703832
459	0.5388550681
460	0.5386811796
461	0.5384896305
462	0.5383211232
463	0.5381779536
464	0.537875573
465	0.5376603667
466	0.5375356108
467	0.5374231895
468	0.5372144179
469	0.5370375385
470	0.5369080431
471	0.5367736113
472	0.5366151461
473	0.5365049915
474	0.5362772804
475	0.5360021267
476	0.5358025836
477	0.5356584662
478	0.5354923079
479	0.5353392288
480	0.5351831246
481	0.5350577406
482	0.5348144819
483	0.5347149853
484	0.5345675
485	0.5344368554
486	0.534309537
487	0.5341851924
488	0.5340285233
489	0.5338917683
490	0.5336793534
491	0.5335755606
492	0.53345973
493	0.5332805566
494	0.5331441779
495	0.5330693125
496	0.5329162398
497	0.5327768454
498	0.5326704046
499	0.5325175307
500	0.5323599195
501	0.5320899997
502	0.5318493939
503	0.5317499045
504	0.5315170067
505	0.5313683107
506	0.5312356325
507	0.5309894576
508	0.5308105653
509	0.530622836
510	0.5305605501
511	0.5303501287
512	0.5301225863
513	0.5298896421
514	0.5297065729
515	0.5295674982
516	0.5293480374
517	0.5291332288
518	0.5289800542
519	0.5288529864
520	0.5285675961
521	0.5284174828
522	0.5282849188
523	0.528161047
524	0.5280129552
525	0.5277785658
526	0.527606763
527	0.5274663349
528	0.5273544142
529	0.527262398
530	0.5271067296
531	0.5269011476
532	0.5267670744
533	0.5265383493
534	0.5264464893
535	0.5262645559
536	0.5261096038
537	0.5259252265
538	0.5257157632
539	0.5255531389
540	0.5253462955
541	0.5251891873
542	0.5250724853
543	0.5249483524
544	0.5248038561
545	0.5246751166
546	0.5245157835
547	0.5243510425
548	0.5242212999
549	0.5239046554
550	0.5237407709
551	0.5235680884
552	0.5232035767
553	0.5230569424
554	0.5229699949
555	0.522689653
556	0.5225277371
557	0.5223775628
558	0.5222470277
559	0.5221052089
560	0.5219648908
561	0.5218501231
562	0.5215849288
563	0.5212948555
564	0.5211090954
565	0.520924726
566	0.5207274375
567	0.5205558847
568	0.5204462201
569	0.5202889677
570	0.520134592
571	0.5200072559
572	0.5198613689
573	0.5196222529
574	0.5194323989
575	0.5192822868
576	0.5191128157
577	0.5190025037
578	0.5188788267
579	0.5187881994
580	0.5186462312
581	0.5184221821
582	0.5183060419
583	0.5181970469
584	0.5179523622
585	0.5178084599
586	0.5176925291
587	0.5175132387
588	0.5173611375
589	0.5172570342
590	0.5171361018
591	0.5170358425
592	0.5168769971
593	0.5167266942
594	0.5166276797
595	0.516468328
596	0.5163251192
597	0.5161426799
598	0.5160189582
599	0.5157478278
600	0.5155235984
601	0.5154045801
602	0.5152925242
603	0.5151557544
604	0.5150457571
605	0.5149266412
606	0.514752892
607	0.5145559937
608	0.5144449075
609	0.5143378216
610	0.5141724805
611	0.5140577342
612	0.5139155225
613	0.5137604426
614	0.5135943214
615	0.5135052551
616	0.5133816489
617	0.5132861257
618	0.513183149
619	0.5129674379
620	0.5128455196
621	0.5127478486
622	0.5125604675
623	0.5123808385
624	0.5121945885
625	0.5120874543
626	0.5119414336
627	0.5117607604
628	0.5115654904
629	0.5114120161
630	0.5112232099
631	0.5110014611
632	0.5108260558
633	0.5106849762
634	0.5105379349
635	0.5104313816
636	0.5102589905
637	0.5100627942
638	0.5099192469
639	0.5097893526
640	0.5095939283
641	0.5093661581
642	0.5091854498
643	0.5088707378
644	0.5087839066
645	0.5085516232
646	0.5084821775
647	0.5083533907
648	0.5082031249
649	0.5079822551
650	0.5078220248
651	0.5077007036
652	0.5075762838
653	0.5073997375
654	0.5073066096
655	0.5072043154
656	0.5070891217
657	0.5068268071
658	0.5066020725
659	0.5064630281
660	0.5063843052
661	0.5062001533
662	0.5060272337
663	0.5058740356
664	0.5057342866
665	0.5055610457
666	0.5053878732
667	0.5052923115
668	0.5050941294
669	0.5047823305
670	0.5046099934
671	0.5043890866
672	0.5042854865
673	0.5041304618
674	0.5040146148
675	0.5038978327
676	0.5036961311
677	0.5035318908
678	0.5033789381
679	0.5032200386
680	0.5030874552
681	0.502898165
682	0.5027515184
683	0.5026094451
684	0.5025033436
685	0.5023599983
686	0.5022165465
687	0.5020836507
688	0.5018731343
689	0.501723219
690	0.5016773053
691	0.5016076756
692	0.5014443807
693	0.5012306957
694	0.5010905083
695	0.5009609204
696	0.5007826894
697	0.5005615865
698	0.5005105815
699	0.500307391
700	0.5001568355
701	0.4999594451
702	0.4998397513
703	0.4996571262
704	0.4995411252
705	0.4994125818
706	0.4992125039
707	0.4990323196
708	0.4989053066
709	0.4987869667
710	0.4984927552
711	0.4983962382
712	0.4982981608
713	0.4981391228
714	0.4980142042
715	0.4979068546
716	0.4977684082
717	0.4976245796
718	0.4974953684
719	0.4973733029
720	0.4971181372
721	0.4969942316
722	0.4968931559
723	0.4967923463
724	0.4965445212
725	0.4964213181
726	0.4962606877
727	0.4962025842
728	0.4960800337
729	0.4958509522
730	0.4956868894
731	0.4955989481
732	0.4955102963
733	0.4953934714
734	0.4953145997
735	0.4951225686
736	0.4949110747
737	0.4948237434
738	0.4947300148
739	0.4945716021
740	0.4943349895
741	0.4940690127
742	0.4938807228
743	0.4937481993
744	0.4935787221
745	0.4934737169
746	0.4933387258
747	0.4931628282
748	0.4929909191
749	0.492885377
750	0.4928020119
751	0.492683043
752	0.4925372858
753	0.4924082786
754	0.4922803945
755	0.4921491174
756	0.4920339465
757	0.4918209814
758	0.4916701495
759	0.4915854144
760	0.4913595709
761	0.4911233772
762	0.4909630354
763	0.4908127708
764	0.4907354202
765	0.4906394316
766	0.4904325888
767	0.490343492
768	0.4900855355
769	0.4899525415
770	0.4898588423
771	0.4896802763
772	0.4895600163
773	0.4894115603
774	0.4892530724
775	0.4891148899
776	0.48898715
777	0.4888399265
778	0.4886825857
779	0.488575636
780	0.4883907719
781	0.4882812097
782	0.4881460351
783	0.4879920772
784	0.4878887417
785	0.4877461994
786	0.4876016565
787	0.4875092964
788	0.4873649374
789	0.4871990608
790	0.4870799127
791	0.4869376772
792	0.4868043237
793	0.4866809476
794	0.4865576217
795	0.4863371984
796	0.4861976665
797	0.4860854595
798	0.4860218663
799	0.4858960261
800	0.4857989764
801	0.4856847926
802	0.4855134148
803	0.4853967892
804	0.4852500123
805	0.4850182593
806	0.4847447151
807	0.4846555718
808	0.4844639453
809	0.4842979491
810	0.4842109124
811	0.4840512101
812	0.4839347163
813	0.4838132321
814	0.4836427769
815	0.4835360076
816	0.4834728379
817	0.4831903655
818	0.4831068458
819	0.4829751375
820	0.4828195982
821	0.4826831692
822	0.482505777
823	0.4823877791
824	0.4823382346
825	0.4822253277
826	0.4821031559
827	0.4820296706
828	0.4819399849
829	0.4818156964
830	0.4816687647
831	0.4815032816
832	0.4812871014
833	0.4810039843
834	0.4808327376
835	0.4806090032
836	0.4804659289
837	0.480365773
838	0.4801324392
839	0.4799315878
840	0.479766629
841	0.4796172742
842	0.4795341758
843	0.4794422966
844	0.4792927135
845	0.4791637832
846	0.4790672406
847	0.4789876526
848	0.4788763693
849	0.4787522777
850	0.4785480763
851	0.4784016301
852	0.4782199242
853	0.4780539014
854	0.4779006181
855	0.4777233924
856	0.4775377489
857	0.4773849027
858	0.4772380427
859	0.4770252302
860	0.47681727
861	0.4767264864
862	0.4765803666
863	0.4763955971
864	0.4762207446
865	0.4761387044
866	0.4759848749
867	0.4758734274
868	0.4757484136
869	0.4756353319
870	0.4755245329
871	0.4754271283
872	0.4752819866
873	0.4751923527
874	0.4751110311
875	0.47488692
876	0.4747497575
877	0.4746687099
878	0.4745908068
879	0.4744281224
880	0.4743418179
881	0.474181892
882	0.4740096496
883	0.4739095252
884	0.4737599198
885	0.4736577533
886	0.4735607366
887	0.4734603244
888	0.4733252222
889	0.473193792
890	0.4730426148
891	0.4729413408
892	0.4728144302
893	0.4726637424
894	0.4725830197
895	0.4723804842
896	0.4722322394
897	0.4720646332
898	0.4719584657
899	0.4718785804
900	0.4717092503
901	0.4715049986
902	0.4713082313
903	0.47109503
904	0.4709582339
905	0.4707787007
906	0.4706434362
907	0.470474467
908	0.4703825792
909	0.4702776813
910	0.4701838837
911	0.4700476009
912	0.4699761119
913	0.4698724693
914	0.4696631378
915	0.469601364
916	0.4694729567
917	0.469392034
918	0.4692291024
919	0.4690765172
920	0.4689398937
921	0.4688420698
922	0.4687362659
923	0.4686207701
924	0.4684978673
925	0.4684212318
926	0.4683262065
927	0.4680842265
928	0.4679090639
929	0.4677860747
930	0.4676413126
931	0.4675255557
932	0.4674451388
933	0.4673369982
934	0.4672284821
935	0.4671089306
936	0.4669290556
937	0.4668033305
938	0.4666763885
939	0.4665408999
940	0.4664129931
941	0.4662661827
942	0.4661730696
943	0.4660897431
944	0.4659198476
945	0.4658123224
946	0.4655791856
947	0.4654187402
948	0.4653415099
949	0.4652373639
950	0.4650148904
951	0.4648661812
952	0.464679518
953	0.4645788486
954	0.4644711601
955	0.4643018481
956	0.464135462
957	0.4640200349
958	0.4638976341
959	0.4637538328
960	0.4636501694
961	0.4635266918
962	0.4633551401
963	0.4632830491
964	0.4631403471
965	0.4629926756
966	0.4627745651
967	0.4626777725
968	0.4625412406
969	0.4624270225
970	0.462331541
971	0.4622049378
972	0.4621056519
973	0.4619750024
974	0.4618137226
975	0.4615877696
976	0.4613595372
977	0.4612841894
978	0.4611178019
979	0.4609935485
980	0.4608741932
981	0.4607649253
982	0.4606389274
983	0.4605357308
984	0.4603988621
985	0.4601675499
986	0.4599493907
987	0.4598041864
988	0.4597078788
989	0.4596135024
990	0.45945167
991	0.4593834111
992	0.4592773638
993	0.4591685161
994	0.4590823173
995	0.4589879829
996	0.4588357046
997	0.4586742037
998	0.4584834976
999	0.4583702386
